timestamp,node_id,job_id,polling_interval_actual,gpu_index,gpu_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,ib_port_xmit_data,ib_port_rcv_data,ib_port_xmit_packets,ib_port_rcv_packets,ib_port_xmit_wait,ib_port_xmit_discards,ib_excessive_buffer_overrun_errors,ib_link_downed,ib_link_error_recovery,ib_symbol_error,ib_local_link_integrity_errors,ib_port_rcv_remote_physical_errors,ib_port_rcv_errors,ib_sq_num_rnr,ib_sq_num_to,ib_rq_num_oos,ib_sq_num_oos,ib_port_xmit_data_delta,ib_port_rcv_data_delta,ib_port_xmit_packets_delta,ib_port_rcv_packets_delta,ib_port_xmit_wait_delta,ib_port_xmit_discards_delta,ib_excessive_buffer_overrun_errors_delta,ib_symbol_error_delta,ib_port_rcv_errors_delta,ib_sq_num_rnr_delta,ib_sq_num_to_delta,ib_rq_num_oos_delta,ib_sq_num_oos_delta,label
1778080788.2835119,g1.hpc.coe,40875,,0,0.0,0.0,12288.0,46245339,1485178806,813790,3256046,225,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,healthy
1778080788.7836154,g1.hpc.coe,40875,0.5001,0,0.0,0.0,12288.0,46423735,1530326789,818839,3343933,226,0,0,0,0,0,0,0,0,0,0,0,0,178396,45147983,5049,87887,1,0,0,0,0,0,0,0,0,healthy
1778080789.2836945,g1.hpc.coe,40875,0.5001,0,0.0,0.0,12288.0,46489284,1543488858,820600,3369676,226,0,0,0,0,0,0,0,0,0,0,0,0,65549,13162069,1761,25743,0,0,0,0,0,0,0,0,0,healthy
1778080789.7838194,g1.hpc.coe,40875,0.5001,0,0.0,0.0,12288.0,46613649,1548160090,823175,3380192,226,0,0,0,0,0,0,0,0,0,0,0,0,124365,4671232,2575,10516,0,0,0,0,0,0,0,0,0,healthy
1778080790.2839465,g1.hpc.coe,40875,0.5001,0,0.0,0.0,12288.0,46702074,1549604163,824882,3384153,226,0,0,0,0,0,0,0,0,0,0,0,0,88425,1444073,1707,3961,0,0,0,0,0,0,0,0,0,healthy
1778080790.784074,g1.hpc.coe,40875,0.5001,0,0.0,0.0,12288.0,46758187,1549899124,825889,3385572,226,0,0,0,0,0,0,0,0,0,0,0,0,56113,294961,1007,1419,0,0,0,0,0,0,0,0,0,healthy
1778080791.2842212,g1.hpc.coe,40875,0.5001,0,0.0,11.0,12288.0,46764683,1551393928,826061,3388479,226,0,0,0,0,0,0,0,0,0,0,0,0,6496,1494804,172,2907,0,0,0,0,0,0,0,0,0,healthy
1778080791.78435,g1.hpc.coe,40875,0.5001,0,4.0,419.0,12288.0,52012432,1558243001,832262,3402191,6380,0,0,0,0,0,0,0,0,0,0,0,0,5247749,6849073,6201,13712,6154,0,0,0,0,0,0,0,0,healthy
1778080792.2845018,g1.hpc.coe,40875,0.5002,0,0.0,419.0,12288.0,52022405,1558620652,832454,3403041,6380,0,0,0,0,0,0,0,0,0,0,0,0,9973,377651,192,850,0,0,0,0,0,0,0,0,0,healthy
1778080792.7846096,g1.hpc.coe,40875,0.5001,0,0.0,419.0,12288.0,52031811,1559058703,832637,3403995,6380,0,0,0,0,0,0,0,0,0,0,0,0,9406,438051,183,954,0,0,0,0,0,0,0,0,0,healthy
1778080793.284728,g1.hpc.coe,40875,0.5001,0,0.0,419.0,12288.0,52043277,1559342248,832857,3404676,6380,0,0,0,0,0,0,0,0,0,0,0,0,11466,283545,220,681,0,0,0,0,0,0,0,0,0,healthy
1778080793.784867,g1.hpc.coe,40875,0.5001,0,0.0,419.0,12288.0,52055002,1559768399,833083,3405634,6380,0,0,0,0,0,0,0,0,0,0,0,0,11725,426151,226,958,0,0,0,0,0,0,0,0,0,healthy
